Season,Name,Team,Rebound,Assist,Point
2016-2017,Bryce Cotton,EFE,16,14,80
2016-2017,Dogus Balbay,EFE,41,28,54
2016-2017,Alex Kirk,EFE,36,5,54
2016-2017,Alen Omic,EFE,26,7,50
2016-2017,Maxim Mutaf,EFE,11,4,21
2016-2017,Furkan Korkmaz,EFE,1,1,2
2016-2017,Tyrese Rice,FCB,49,146,389
2016-2017,Petteri Koponen,FCB,46,51,274
2016-2017,Ante Tomic,FCB,171,58,256
2016-2017,Aleksandar Vezenkov,FCB,97,34,226
2016-2017,Victor Claver,FCB,118,34,163
2016-2017,Stratos Perperoglou,FCB,69,34,140
2016-2017,Brad Oleson,FCB,44,47,128
2016-2017,Justin Doellman,FCB,47,18,117
2016-2017,Joey Dorsey,FCB,107,14,93
2016-2017,Juan Carlos Navarro,FCB,17,28,91
2016-2017,Vitor Faverani,FCB,38,5,69
2016-2017,Alex Renfroe,FCB,36,28,67
2016-2017,Marcus Eriksson,FCB,27,7,44
2016-2017,Jonathan Holmes,FCB,19,2,36
2016-2017,Moussa Diagne,FCB,28,3,21
2016-2017,Stefan Peno,FCB,6,5,11
2016-2017,Pau Ribas,FCB,1,1,9
2016-2017,Xavier Munford,FCB,5,2,5
2016-2017,Rodions Kurucs,FCB,0,0,2
2016-2017,Ali Muhammed,FEN,93,106,386
2016-2017,Ekpe Udoh,FEN,241,68,376
2016-2017,Jan Vesely,FEN,154,49,328
2016-2017,Bogdan Bogdanovic,FEN,84,80,321
2016-2017,Gigi Datome,FEN,122,35,303
2016-2017,Kostas Sloukas,FEN,62,130,268
2016-2017,Nikola Kalinic,FEN,101,51,249
2016-2017,James Nunnally,FEN,67,58,192
2016-2017,Pero Antic,FEN,75,19,130
2016-2017,Melih Mahmutoglu,FEN,10,11,79
2016-2017,Ahmet Duverioglu,FEN,12,1,30
2016-2017,Anthony Bennett,FEN,9,2,12
2016-2017,Baris Hersek,FEN,0,0,4
2016-2017,Berk Ugurlu,FEN,1,2,2
2016-2017,Egehan Arna,FEN,0,0,0
2016-2017,Yordan Minchev,FEN,2,0,0
2016-2017,Vladimir Micov,GAL,104,69,326
2016-2017,Sinan Guler,GAL,85,168,315
2016-2017,Alex Tyus,GAL,156,13,300
2016-2017,Blake Schilb,GAL,104,107,250
2016-2017,Austin Daye,GAL,74,26,217
2016-2017,Tibor Pleiss,GAL,130,13,215
2016-2017,Jon Diebler,GAL,54,42,189
2016-2017,Justin Dentmon,GAL,10,18,98
2016-2017,Goksenin Koksal,GAL,35,23,97
2016-2017,Emir Preldzic,GAL,44,42,92
2016-2017,Bruno Fitipaldo,GAL,4,38,86
2016-2017,Deon Thompson,GAL,27,9,55
2016-2017,Russ Smith,GAL,8,6,49
2016-2017,Can Korkmaz,GAL,6,8,34
2016-2017,Ege Arar,GAL,30,4,22
2016-2017,Orhan Haciyeva,GAL,1,0,0
2016-2017,Andrew Goudelock,MAC,53,57,345
2016-2017,Victor Rudd,MAC,129,52,302
2016-2017,Devin Smith,MAC,152,45,257
2016-2017,Colton Iverson,MAC,159,17,240
2016-2017,Sonny Weems,MAC,63,65,221
2016-2017,D.J. Seeley,MAC,52,67,189
2016-2017,Sylven Landesberg,MAC,26,12,162
2016-2017,Yogev Ohayon,MAC,45,74,143
2016-2017,Maik Zirbes,MAC,45,4,122
2016-2017,Gal Mekel,MAC,53,80,108
2016-2017,Guy Pnini,MAC,46,36,75
2016-2017,Joe Alexander,MAC,25,7,64
2016-2017,Diamon Simpson,MAC,40,7,55
2016-2017,Quincy Miller,MAC,13,3,28
2016-2017,Itay Segev,MAC,14,1,19
2016-2017,Nimrod Levi,MAC,3,0,11
2016-2017,Dagan Yavzuri,MAC,0,0,0
2016-2017,Ricky Hickman,MIL,77,100,303
2016-2017,Rakim Sanders,MIL,84,28,301
2016-2017,Jamel McLean,MIL,126,43,261
2016-2017,Miroslav Raduljica,MIL,93,27,234
2016-2017,Milan Macvan,MIL,124,40,234
2016-2017,Krunoslav Simon,MIL,76,81,230
2016-2017,Mantas Kalnietis,MIL,59,76,188
2016-2017,Zoran Dragic,MIL,50,17,162
2016-2017,Davide Pascolo,MIL,61,15,139
2016-2017,Andrea Cinciarini,MIL,55,50,127
2016-2017,Awudu Abass,MIL,44,12,105
2016-2017,Alessandro Gentile,MIL,27,22,97
2016-2017,Simone Fontecchio,MIL,15,8,33
2016-2017,Bruno Cerella,MIL,2,4,8
2016-2017,Vassilis Spanoulis,OLY,57,201,416
2016-2017,Georgios Printezis,OLY,163,33,409
2016-2017,Erick Green,OLY,68,34,357
2016-2017,Kostas Papanikolaou,OLY,178,56,300
2016-2017,Khem Birch,OLY,209,12,269
2016-2017,Matt Lojeski,OLY,80,42,258
2016-2017,Evangelos Mantzaris,OLY,105,87,215
2016-2017,Nikola Milutinov,OLY,117,20,160
2016-2017,Ioannis Papapetrou,OLY,93,17,159
2016-2017,Dimitrios Agravanis,OLY,61,4,91
2016-2017,Dominic Waters,OLY,15,31,86
2016-2017,Patric Young,OLY,72,4,82
2016-2017,Daniel Hackett,OLY,17,18,55
2016-2017,Vasilis Toliopoulos,OLY,0,0,3
2016-2017,Ioannis Athinaiou,OLY,3,5,3
2016-2017,Chris Singleton,PAN,195,38,397
2016-2017,K.C. Rivers,PAN,81,25,369
2016-2017,Mike James,PAN,55,75,328
2016-2017,Nick Calathes,PAN,131,182,322
2016-2017,Yannis Bourousis,PAN,159,34,259
2016-2017,James Feldeine,PAN,36,65,220
2016-2017,Nikos Pappas,PAN,45,38,159
2016-2017,James Gist,PAN,64,12,128
2016-2017,Demetris Nichols,PAN,74,11,123
2016-2017,Kenny Gabriel,PAN,69,7,120
2016-2017,Antonis Fotsis,PAN,57,5,50
2016-2017,Alessandro Gentile,PAN,20,5,29
2016-2017,Lefteris Bochoridis,PAN,1,0,12
2016-2017,Vasilis Charalambopoulos,PAN,2,0,4
2016-2017,Sergio Llull,RMB,60,194,543
2016-2017,Gustavo Ayon,RMB,187,84,352
2016-2017,Anthony Randolph,RMB,174,39,346
2016-2017,Jaycee Carroll,RMB,53,27,329
2016-2017,Luka Doncic,RMB,156,148,274
2016-2017,Othello Hunter,RMB,159,21,265
2016-2017,Rudy Fernandez,RMB,91,103,208
2016-2017,Jonas Maciulis,RMB,66,22,178
2016-2017,Felipe Reyes,RMB,86,21,163
2016-2017,Trey Thompkins,RMB,62,6,158
2016-2017,Jeffery Taylor,RMB,54,16,138
2016-2017,Dontaye Draper,RMB,29,41,80
2016-2017,Andres Nocioni,RMB,12,5,36
2016-2017,Keith Langford,UNI,96,104,609
2016-2017,Artsiom Parakhouski,UNI,149,11,327
2016-2017,Quim Colom,UNI,98,142,282
2016-2017,Latavious Williams,UNI,152,16,208
2016-2017,Pavel Antipov,UNI,55,19,159
2016-2017,Orlando Johnson,UNI,33,7,114
2016-2017,Marko Banic,UNI,40,7,111
2016-2017,Kostas Kaimakoglou,UNI,65,28,89
2016-2017,Coty Clarke,UNI,59,17,86
2016-2017,Vadim Panin,UNI,53,23,76
2016-2017,Evgeny Voronov,UNI,30,13,68
2016-2017,Anton Ponkrashov,UNI,21,38,64
2016-2017,Paul Stoll,UNI,28,38,51
2016-2017,Danilo Andjusic,UNI,11,8,40
2016-2017,Artem Klimenko,UNI,10,1,11
2016-2017,Aleksandr Karpukhin,UNI,0,0,3
2016-2017,Paulius Jankunas,ZAL,184,44,390
2016-2017,Brock Motum,ZAL,103,16,323
2016-2017,Kevin Pangos,ZAL,54,96,260
2016-2017,Lukas Lekavicius,ZAL,58,104,256
2016-2017,Leo Westermann,ZAL,96,166,247
2016-2017,Edgaras Ulanovas,ZAL,100,45,232
2016-2017,Arturas Milaknis,ZAL,46,31,220
2016-2017,Antanas Kavaliauskas,ZAL,78,13,159
2016-2017,Augusto Lima,ZAL,112,22,139
2016-2017,Renaldas Seibutis,ZAL,38,28,74
2016-2017,Robertas Javtokas,ZAL,23,4,39
2016-2017,Paulius Valinskas,ZAL,0,2,6
2016-2017,Isaiah Hartenstein,ZAL,4,1,5
2016-2017,Marko Simonovic,ZVE,107,21,378
2016-2017,Ognen Kuzmic,ZVE,209,30,282
2016-2017,Charles Jenkins,ZVE,58,79,282
2016-2017,Marko Guduric,ZVE,62,62,225
2016-2017,Milko Bjelica,ZVE,89,34,223
2016-2017,Nate Wolters,ZVE,57,59,192
2016-2017,Stefan Jovic,ZVE,48,129,173
2016-2017,Branko Lazic,ZVE,65,10,131
2016-2017,Nemanja Dangubic,ZVE,47,16,126
2016-2017,Luka Mitrovic,ZVE,65,38,116
2016-2017,Deon Thompson,ZVE,19,6,56
2016-2017,Ognjen Dobric,ZVE,6,2,21
2016-2017,Borisa Simanic,ZVE,3,1,2
2016-2017,Nikola Rebic,ZVE,1,2,2
2017-2018,Ricky Hickman,BRO,65,63,327
2017-2018,Dorell Wright,BRO,147,45,314
2017-2018,Augustine Rubit,BRO,142,28,304
2017-2018,Daniel Hackett,BRO,69,88,249
2017-2018,Maodo Lo,BRO,41,55,207
2017-2018,Leon Radosevic,BRO,94,21,202
2017-2018,Nikos Zisis,BRO,57,75,170
2017-2018,Dejan Musli,BRO,92,21,156
2017-2018,Lucca Staiger,BRO,14,13,107
2017-2018,Aleksej Nikolic,BRO,25,50,74
2017-2018,Bryce Taylor,BRO,21,7,68
2017-2018,Luka Mitrovic,BRO,50,11,67
2017-2018,Louis Olinde,BRO,21,4,32
2017-2018,Patrick Heckmann,BRO,19,3,29
2017-2018,William McDowell-White,BRO,0,0,3
2017-2018,Eddy Edigin,BRO,0,0,0
2017-2018,Tornike Shengelia,CAJ,200,72,451
2017-2018,Rodrigue Beaubois,CAJ,80,59,410
2017-2018,Johannes Voigtmann,CAJ,150,55,296
2017-2018,Jayson Granger,CAJ,59,159,287
2017-2018,Matt Janning,CAJ,58,52,281
2017-2018,Vincent Poirier,CAJ,178,34,278
2017-2018,Janis Timma,CAJ,79,42,251
2017-2018,Marcelinho Huertas,CAJ,30,105,170
2017-2018,Luca Vildoza,CAJ,30,49,107
2017-2018,Patricio Garino,CAJ,39,15,104
2017-2018,Ilimane Diop,CAJ,41,8,88
2017-2018,Kevin Jones,CAJ,27,6,52
2017-2018,Rinalds Malmanis,CAJ,21,7,27
2017-2018,Jordan McRae,CAJ,3,2,15
2017-2018,Miguel Gonzalez,CAJ,0,0,3
2017-2018,Carlos Delfino,CAJ,2,0,0
2017-2018,Ivan Martinez,CAJ,0,0,0
2017-2018,Nando De Colo,CSKA,72,119,533
2017-2018,Cory Higgins,CSKA,85,67,510
2017-2018,Sergio Rodriguez,CSKA,73,178,495
2017-2018,Will Clyburn,CSKA,211,65,417
2017-2018,Kyle Hines,CSKA,135,38,261
2017-2018,Othello Hunter,CSKA,165,20,247
2017-2018,Nikita Kurbanov,CSKA,110,44,181
2017-2018,Semen Antonov,CSKA,70,20,142
2017-2018,Andrey Vorontsevich,CSKA,71,20,142
2017-2018,Vitaliy Fridzon,CSKA,21,11,86
2017-2018,Leo Westermann,CSKA,20,32,79
2017-2018,Victor Rudd,CSKA,15,4,30
2017-2018,Mikhail Kulagin,CSKA,2,9,30
2017-2018,Viktor Khryapa,CSKA,22,6,25
2017-2018,Pavel Korobkov,CSKA,6,1,16
2017-2018,Alan Makiev,CSKA,0,0,0
2017-2018,Alexander Gankevich,CSKA,0,0,0
2017-2018,Errick McCollum,EFE,69,67,423
2017-2018,Bryant Dunston,EFE,163,39,307
2017-2018,Vladimir Stimac,EFE,174,30,283
2017-2018,Brock Motum,EFE,86,19,251
2017-2018,Krunoslav Simon,EFE,101,89,240
2017-2018,Zoran Dragic,EFE,29,38,148
2017-2018,Derrick Brown,EFE,43,30,136
2017-2018,Josh Adams,EFE,25,32,112
2017-2018,Toney Douglas,EFE,29,28,110
2017-2018,Ricky Ledo,EFE,48,21,103
2017-2018,Sonny Weems,EFE,21,24,93
2017-2018,Birkan Batuk,EFE,20,5,33
2017-2018,Dogus Balbay,EFE,36,29,33
2017-2018,Edo Muric,EFE,16,3,16
2017-2018,Justin Doellman,EFE,10,1,15
2017-2018,Onuralp Bitim,EFE,4,2,10
2017-2018,Muhaymin Mustafa,EFE,1,1,6
2017-2018,Berk Demir,EFE,9,3,2
2017-2018,Yigitcan Saybir,EFE,1,1,0
2017-2018,Thomas Heurtel,FCB,73,194,340
2017-2018,Ante Tomic,FCB,136,45,272
2017-2018,Petteri Koponen,FCB,45,44,230
2017-2018,Adrien Moerman,FCB,164,29,228
2017-2018,Adam Hanga,FCB,97,52,225
2017-2018,Pierre Oriola,FCB,94,16,224
2017-2018,Pau Ribas,FCB,44,84,188
2017-2018,Kevin Seraphin,FCB,73,13,182
2017-2018,Juan Carlos Navarro,FCB,24,41,152
2017-2018,Rakim Sanders,FCB,46,14,133
2017-2018,Victor Claver,FCB,70,28,111
2017-2018,Phil Pressey,FCB,29,37,79
2017-2018,Aleksandar Vezenkov,FCB,33,7,46
2017-2018,Edwin Jackson,FCB,17,11,41
2017-2018,Marc Garcia,FCB,1,0,5
2017-2018,Rodions Kurucs,FCB,3,0,0
2017-2018,Atoumane Diagne,FCB,1,0,0
2017-2018,Jan Vesely,FEN,174,53,424
2017-2018,Brad Wanamaker,FEN,97,138,408
2017-2018,Kostas Sloukas,FEN,87,188,351
2017-2018,Gigi Datome,FEN,117,38,336
2017-2018,Nicolo Melli,FEN,179,62,320
2017-2018,James Nunnally,FEN,59,39,269
2017-2018,Marko Guduric,FEN,56,69,241
2017-2018,Jason Thompson,FEN,140,30,180
2017-2018,Ali Muhammed,FEN,23,25,146
2017-2018,Nikola Kalinic,FEN,30,23,104
2017-2018,Ahmet Duverioglu,FEN,48,14,90
2017-2018,Melih Mahmutoglu,FEN,10,5,35
2017-2018,Sinan Guler,FEN,9,7,23
2017-2018,Egehan Arna,FEN,0,1,2
2017-2018,Baris Hersek,FEN,0,0,0
2017-2018,Alexey Shved,KHI,89,178,740
2017-2018,Anthony Gill,KHI,145,32,376
2017-2018,James Anderson,KHI,87,39,286
2017-2018,Malcolm Thomas,KHI,168,49,251
2017-2018,Charles Jenkins,KHI,57,57,187
2017-2018,Stefan Markovic,KHI,77,127,166
2017-2018,Thomas Robinson,KHI,116,8,163
2017-2018,Tyler Honeycutt,KHI,92,30,156
2017-2018,Egor Vyaltsev,KHI,26,22,119
2017-2018,Sergei Monia,KHI,46,37,102
2017-2018,Marko Todorovic,KHI,57,17,72
2017-2018,Andrey Zubkov,KHI,28,5,47
2017-2018,Vyacheslav Zaytsev,KHI,10,12,16
2017-2018,Dmitry Sokolov,KHI,1,0,3
2017-2018,Pierre Jackson,MAC,85,123,420
2017-2018,Norris Cole,MAC,69,106,353
2017-2018,Deshaun Thomas,MAC,94,33,322
2017-2018,Michael Roll,MAC,59,84,263
2017-2018,Alex Tyus,MAC,149,5,252
2017-2018,Artsiom Parakhouski,MAC,116,10,229
2017-2018,DeAndre Kane,MAC,120,63,221
2017-2018,Jonah Bolden,MAC,159,45,199
2017-2018,John DiBartolomeo,MAC,44,38,93
2017-2018,Jake Cohen,MAC,30,4,39
2017-2018,Yovel Zoosman,MAC,11,9,25
2017-2018,Itay Segev,MAC,17,3,15
2017-2018,Karam Mashour,MAC,12,1,9
2017-2018,Vladimir Micov,MIL,75,63,316
2017-2018,Andrew Goudelock,MIL,61,44,308
2017-2018,Arturas Gudaitis,MIL,183,7,299
2017-2018,Jordan Theodore,MIL,47,100,267
2017-2018,Curtis Jerrells,MIL,44,65,229
2017-2018,Kaleb Tarczewski,MIL,173,9,200
2017-2018,Dairis Bertans,MIL,28,40,199
2017-2018,Amath M'Baye,MIL,61,28,183
2017-2018,Mindaugas Kuzminskas,MIL,33,20,153
2017-2018,Andrea Cinciarini,MIL,57,50,109
2017-2018,Mantas Kalnietis,MIL,36,43,90
2017-2018,Cory Jefferson,MIL,17,4,45
2017-2018,Davide Pascolo,MIL,24,7,42
2017-2018,Awudu Abass,MIL,11,2,9
2017-2018,Marco Cusin,MIL,5,0,1
2017-2018,Simone Fontecchio,MIL,0,0,0
2017-2018,Georgios Printezis,OLY,154,40,337
2017-2018,Vassilis Spanoulis,OLY,37,134,336
2017-2018,Jamel McLean,OLY,151,31,277
2017-2018,Janis Strelnieks,OLY,43,71,255
2017-2018,Nikola Milutinov,OLY,166,28,254
2017-2018,Kostas Papanikolaou,OLY,121,58,232
2017-2018,Brian Roberts,OLY,54,45,221
2017-2018,Ioannis Papapetrou,OLY,112,21,212
2017-2018,Hollis Thompson,OLY,76,24,158
2017-2018,Evangelos Mantzaris,OLY,66,62,137
2017-2018,Kyle Wiltjer,OLY,34,3,109
2017-2018,Kim Tillie,OLY,24,5,38
2017-2018,Dimitrios Agravanis,OLY,23,1,28
2017-2018,Bobby Brown,OLY,5,10,20
2017-2018,Vasilis Toliopoulos,OLY,3,9,15
2017-2018,Georgios Bogris,OLY,30,6,14
2017-2018,Nick Calathes,PAN,119,249,451
2017-2018,Chris Singleton,PAN,197,38,351
2017-2018,James Gist,PAN,151,34,334
2017-2018,Nikos Pappas,PAN,35,28,263
2017-2018,K.C. Rivers,PAN,85,25,262
2017-2018,Mike James,PAN,33,49,194
2017-2018,Marcus Denmon,PAN,23,29,156
2017-2018,Matt Lojeski,PAN,64,19,153
2017-2018,Ian Vougioukas,PAN,54,12,122
2017-2018,Lukas Lekavicius,PAN,30,48,120
2017-2018,Thanasis Antetokounmpo,PAN,72,12,119
2017-2018,Kenny Gabriel,PAN,80,7,95
2017-2018,Adreian Payne,PAN,34,2,57
2017-2018,Zach Auguste,PAN,19,2,21
2017-2018,Kostas Mitoglou,PAN,3,2,3
2017-2018,Georgios Kalaitzakis,PAN,0,0,0
2017-2018,Luka Doncic,RMB,160,142,529
2017-2018,Jaycee Carroll,RMB,31,19,339
2017-2018,Felipe Reyes,RMB,151,29,293
2017-2018,Trey Thompkins,RMB,148,31,276
2017-2018,Fabien Causeur,RMB,58,67,247
2017-2018,Facundo Campazzo,RMB,72,134,236
2017-2018,Rudy Fernandez,RMB,76,81,229
2017-2018,Jeffery Taylor,RMB,66,40,201
2017-2018,Edy Tavares,RMB,154,14,188
2017-2018,Anthony Randolph,RMB,79,25,173
2017-2018,Gustavo Ayon,RMB,105,50,167
2017-2018,Jonas Maciulis,RMB,40,9,66
2017-2018,Chasson Randle,RMB,11,22,59
2017-2018,Sergio Llull,RMB,2,18,40
2017-2018,Santiago Yusta,RMB,15,13,38
2017-2018,Dino Radoncic,RMB,3,1,7
2017-2018,Ognen Kuzmic,RMB,4,0,2
2017-2018,Nemanja Nedovic,UNI,47,115,404
2017-2018,Ray McCallum,UNI,69,80,278
2017-2018,Adam Waczynski,UNI,62,30,272
2017-2018,James Augustine,UNI,194,41,266
2017-2018,Jeff Brooks,UNI,112,27,229
2017-2018,Dragan Milosavljevic,UNI,70,26,174
2017-2018,Carlos Suarez,UNI,105,67,162
2017-2018,Giorgi Shermadini,UNI,80,11,152
2017-2018,Sasu Salin,UNI,48,35,141
2017-2018,Alberto Diaz,UNI,47,74,113
2017-2018,Daniel Diez,UNI,48,19,96
2017-2018,Dejan Musli,UNI,24,4,49
2017-2018,Viny Okouo,UNI,21,0,29
2017-2018,Morayo Soluade,UNI,8,15,24
2017-2018,Ignacio Rosa,UNI,0,0,0
2017-2018,Erick Green,VAL,47,48,403
2017-2018,Tibor Pleiss,VAL,152,16,292
2017-2018,Bojan Dubljevic,VAL,119,34,258
2017-2018,Rafa Martinez,VAL,37,39,201
2017-2018,Alberto Abalde,VAL,52,42,190
2017-2018,Fernando San Emeterio,VAL,56,46,188
2017-2018,Will Thomas,VAL,107,32,185
2017-2018,Aaron Doornekamp,VAL,115,46,178
2017-2018,Sam Van Rossom,VAL,47,96,172
2017-2018,Joan Sastre,VAL,41,36,100
2017-2018,Guillem Vives,VAL,28,59,70
2017-2018,Sergi Garcia,VAL,9,12,35
2017-2018,Tryggvi Hlinason,VAL,21,2,33
2017-2018,Damjan Rudez,VAL,11,10,33
2017-2018,Latavious Williams,VAL,5,1,13
2017-2018,Josep Puerto,VAL,4,1,9
2017-2018,Kevin Pangos,ZAL,98,212,456
2017-2018,Paulius Jankunas,ZAL,170,50,395
2017-2018,Brandon Davies,ZAL,127,34,335
2017-2018,Aaron White,ZAL,158,35,322
2017-2018,Arturas Milaknis,ZAL,71,31,288
2017-2018,Vasilje Micic,ZAL,80,151,276
2017-2018,Edgaras Ulanovas,ZAL,143,74,264
2017-2018,Axel Toupane,ZAL,72,16,235
2017-2018,Antanas Kavaliauskas,ZAL,90,27,198
2017-2018,Paulius Valinskas,ZAL,30,20,70
2017-2018,Beno Udrih,ZAL,26,31,53
2017-2018,Gytis Masiulis,ZAL,9,1,14
2017-2018,Dee Bost,ZAL,6,8,13
2017-2018,Martynas Sajus,ZAL,2,2,5
2017-2018,Martynas Arlauskas,ZAL,2,0,4
2017-2018,Taylor Rochestie,ZVE,68,149,403
2017-2018,James Feldeine,ZVE,46,80,325
2017-2018,Milko Bjelica,ZVE,106,40,267
2017-2018,Mathias Lessort,ZVE,170,23,255
2017-2018,Ognjen Dobric,ZVE,59,11,168
2017-2018,Dejan Davidovac,ZVE,48,28,156
2017-2018,Nemanja Dangubic,ZVE,61,22,134
2017-2018,Dylan Ennis,ZVE,32,29,117
2017-2018,Pero Antic,ZVE,61,19,111
2017-2018,Stefan Jankovic,ZVE,70,13,107
2017-2018,Branko Lazic,ZVE,60,27,100
2017-2018,Alen Omic,ZVE,43,9,92
2017-2018,Nikola Jovanovic,ZVE,44,3,57
2017-2018,Nikola Radicevic,ZVE,10,17,34
2017-2018,Dragan Apic,ZVE,0,0,4
2017-2018,Stefan Lazarevic,ZVE,2,0,3
2017-2018,Marko Keselj,ZVE,6,3,0
2018-2019,Derrick Williams,BAY,121,18,388
2018-2019,Nihad Djedovic,BAY,74,80,297
2018-2019,Vladimir Lucic,BAY,111,35,291
2018-2019,Petteri Koponen,BAY,47,57,271
2018-2019,Danilo Barthel,BAY,120,56,244
2018-2019,Maodo Lo,BAY,43,55,193
2018-2019,Stefan Jovic,BAY,55,105,190
2018-2019,Devin Booker,BAY,54,24,143
2018-2019,Leon Radosevic,BAY,59,27,134
2018-2019,Nemanja Dangubic,BAY,72,14,125
2018-2019,Braydon Hobbs,BAY,16,48,67
2018-2019,Robin Amaize,BAY,3,4,12
2018-2019,Marvin Ogunsipe,BAY,7,1,9
2018-2019,Alex King,BAY,6,3,8
2018-2019,Earl Clark,BUD,108,29,340
2018-2019,Edwin Jackson,BUD,76,56,293
2018-2019,Norris Cole,BUD,40,69,249
2018-2019,Nemanja Gordic,BUD,51,108,228
2018-2019,Coty Clarke,BUD,124,31,197
2018-2019,Goga Bitadze,BUD,83,15,157
2018-2019,Danilo Nikolic,BUD,61,10,140
2018-2019,Alen Omic,BUD,71,16,133
2018-2019,Filip Barovic,BUD,70,18,121
2018-2019,Petar Popovic,BUD,19,25,102
2018-2019,Suad Sehovic,BUD,41,10,82
2018-2019,James Bell,BUD,35,8,75
2018-2019,Nikola Ivanovic,BUD,15,29,56
2018-2019,Devin Williams,BUD,15,3,20
2018-2019,Sead Sehovic,BUD,10,5,14
2018-2019,Aleksa Ilic,BUD,13,1,12
2018-2019,Aaron Craft,BUD,7,9,6
2018-2019,Zoran Nikolic,BUD,8,0,5
2018-2019,Fedor Zugic,BUD,0,0,0
2018-2019,Vincent Poirier,CAJ,282,37,406
2018-2019,Shavon Shields,CAJ,93,35,323
2018-2019,Darrun Hilliard,CAJ,97,38,320
2018-2019,Luca Vildoza,CAJ,77,128,309
2018-2019,Matt Janning,CAJ,60,49,284
2018-2019,Marcelinho Huertas,CAJ,52,160,264
2018-2019,Johannes Voigtmann,CAJ,192,84,248
2018-2019,Tornike Shengelia,CAJ,85,33,229
2018-2019,Ilimane Diop,CAJ,84,18,129
2018-2019,Patricio Garino,CAJ,25,6,100
2018-2019,Jayson Granger,CAJ,19,29,86
2018-2019,Jalen Jones,CAJ,25,2,58
2018-2019,Tadas Sedekerskis,CAJ,2,0,4
2018-2019,Ajdin Penava,CAJ,4,0,2
2018-2019,Miguel Gonzalez,CAJ,0,0,0
2018-2019,Nando De Colo,CSKA,84,116,501
2018-2019,Cory Higgins,CSKA,70,58,476
2018-2019,Will Clyburn,CSKA,238,51,475
2018-2019,Sergio Rodriguez,CSKA,53,159,357
2018-2019,Othello Hunter,CSKA,155,31,276
2018-2019,Kyle Hines,CSKA,130,49,263
2018-2019,Daniel Hackett,CSKA,64,61,210
2018-2019,Nikita Kurbanov,CSKA,120,27,194
2018-2019,Alec Peters,CSKA,96,26,190
2018-2019,Joel Bolomboy,CSKA,54,10,74
2018-2019,Andrey Vorontsevich,CSKA,30,13,42
2018-2019,Semen Antonov,CSKA,22,3,29
2018-2019,Ivan Ukhov,CSKA,10,8,22
2018-2019,Mikhail Kulagin,CSKA,0,6,16
2018-2019,Alexander Khomenko,CSKA,0,0,2
2018-2019,Andrey Lopatin,CSKA,1,0,0
2018-2019,Micheal Eric,DBI,146,25,321
2018-2019,Toney Douglas,DBI,66,80,290
2018-2019,Jeremy Evans,DBI,159,22,263
2018-2019,Stanton Kidd,DBI,91,36,205
2018-2019,Zanis Peiners,DBI,52,43,186
2018-2019,Ray McCallum,DBI,59,65,151
2018-2019,Oguz Savas,DBI,71,21,141
2018-2019,Kartal Ozmizrak,DBI,35,54,133
2018-2019,Jon Diebler,DBI,37,34,121
2018-2019,Muhammed Baygul,DBI,43,21,101
2018-2019,Markel Brown,DBI,33,38,97
2018-2019,Dogus Ozdemiroglu,DBI,34,33,93
2018-2019,Berk Demir,DBI,58,7,67
2018-2019,Emircan Kosut,DBI,18,8,48
2018-2019,Mert Akay,DBI,8,11,21
2018-2019,Vasilje Micic,EFE,81,203,459
2018-2019,Adrien Moerman,EFE,224,56,443
2018-2019,Shane Larkin,EFE,77,110,439
2018-2019,Krunoslav Simon,EFE,139,102,349
2018-2019,Rodrigue Beaubois,EFE,46,80,333
2018-2019,Bryant Dunston,EFE,176,48,319
2018-2019,Tibor Pleiss,EFE,138,14,300
2018-2019,Brock Motum,EFE,56,11,203
2018-2019,James Anderson,EFE,75,25,179
2018-2019,Dogus Balbay,EFE,52,49,73
2018-2019,Sertac Sanli,EFE,4,0,18
2018-2019,James Birsen,EFE,4,3,13
2018-2019,Burgaham Tuncer,EFE,7,10,10
2018-2019,Thomas Heurtel,FCB,66,167,365
2018-2019,Ante Tomic,FCB,176,61,352
2018-2019,Kyle Kuric,FCB,73,28,284
2018-2019,Chris Singleton,FCB,154,30,279
2018-2019,Kevin Pangos,FCB,40,111,246
2018-2019,Adam Hanga,FCB,108,50,238
2018-2019,Kevin Seraphin,FCB,96,13,225
2018-2019,Pierre Oriola,FCB,123,24,194
2018-2019,Victor Claver,FCB,111,35,187
2018-2019,Pau Ribas,FCB,49,56,137
2018-2019,Jaka Blazic,FCB,57,15,130
2018-2019,Rolands Smits,FCB,28,8,62
2018-2019,Artem Pustovyi,FCB,15,1,34
2018-2019,Kostas Sloukas,FEN,72,157,389
2018-2019,Jan Vesely,FEN,146,73,380
2018-2019,Nikola Kalinic,FEN,114,62,337
2018-2019,Marko Guduric,FEN,70,79,337
2018-2019,Ali Muhammed,FEN,57,76,315
2018-2019,Gigi Datome,FEN,121,26,305
2018-2019,Nicolo Melli,FEN,146,58,263
2018-2019,Joffrey Lauvergne,FEN,79,40,187
2018-2019,Melih Mahmutoglu,FEN,26,17,174
2018-2019,Erick Green,FEN,22,21,156
2018-2019,Ahmet Duverioglu,FEN,81,21,90
2018-2019,Sinan Guler,FEN,5,16,29
2018-2019,Tyler Ennis,FEN,2,3,19
2018-2019,Tarik Biberovic,FEN,12,1,18
2018-2019,Efe Tirpanci,FEN,0,1,0
2018-2019,Egehan Arna,FEN,1,0,0
